"Date, Time",TRC-DT,TRC-RT,TRC-PPL1,TRC-PPL2,pH-DT,pH-RT,pH-PPL1,pH-PPL2,cond-DT,cond-RT,cond-PPL1,cond-PPL2,fDOM-RT,fDOM-PPL1,fDOM-PPL2,DO-RT,DO-PPL1,DO-PPL2,TOC-RT,TOC-PPL1,TOC-PPL2,DOC-RT,DOC-PPL1,DOC-PPL2,minutes_since_start
2025/07/17 00:00,2.65,2.28,2.13,2.024494254466155,8.71,7.79,7.5,7.702401367508151,234.190002,235.160004,239.320007,244.80974025230017,6.47,5.82,6.096717912216494,7.17,7.28,7.343845797314994,1.08,1.18,1.360959716291672,1.08,1.18,1.3638146654552694,0
2025/07/17 00:00,2.62,2.24,2.09,2.0245987612629968,8.7,7.79,7.48,7.68125191794933,234.429993,234.919998,239.070007,244.7962345663341,6.53,5.85,6.072733076021418,7.17,7.29,7.34728903241454,1.088,1.176,1.3619971442132637,1.088,1.176,1.3668662750474012,5
2025/07/17 00:00,2.65,2.26,2.1,2.010565833666344,8.69,7.9,7.46,7.664167636708082,234.429993,234.679993,239.320007,243.96968207004093,6.46,5.89,6.054078445792609,7.16,7.24,7.309265203415445,1.085,1.181,1.3619759831795548,1.085,1.181,1.358604724260401,10
2025/07/17 00:00,2.65,2.27,2.11,2.0236788798769143,8.68,7.92,7.46,7.647848745477009,234.190002,235.410004,239.800003,242.9702020948234,6.44,5.9,6.023578270582068,7.2,7.26,7.319664786569109,1.088,1.177,1.359210145606808,1.088,1.177,1.3718979282602164,15
2025/07/17 00:00,2.65,2.27,2.11,2.050187174440536,8.67,7.93,7.45,7.62693266056689,233.940002,235.410004,240.289993,242.7387057891027,6.43,5.92,6.05629366355808,7.23,7.24,7.289464988685791,1.088,1.177,1.3754912228048048,1.088,1.177,1.3642521432415238,20
2025/07/17 00:00,2.66,2.27,2.1065705317945054,2.02542545310407,8.65,7.92,7.442556618425144,7.615156480748575,233.699997,235.410004,240.050003,243.58012890972228,6.41,5.93,6.015922661756254,7.23,7.238657633472623,7.26,1.093,1.1836123128894582,1.3742569683458714,1.093,1.1853050053519678,1.3672477576525546,25
2025/07/17 00:00,2.66,2.28,2.105290842645449,2.04,8.63,7.92,7.433389715829017,7.59,233.940002,235.649994,240.1797122356353,242.979996,6.38,5.934724276644525,5.98,7.23,7.224045772572779,7.28,1.091,1.1850118213709084,1.368,1.091,1.1826052377027587,1.368,30
2025/07/17 00:00,2.67,2.27,2.103813444621576,2.03,8.62,7.92,7.438239747950889,7.58,233.699997,235.410004,240.16327989499632,241.759995,6.42,5.946521743719044,6.0,7.23,7.222236300423497,7.27,1.09,1.1907350702011357,1.382,1.09,1.1882327844592515,1.382,35
2025/07/17 00:00,2.67,2.28,2.108678823145574,2.03,8.61,7.91,7.4269196488110545,7.55,233.699997,235.410004,240.32215861952005,241.029999,6.43,5.9514413198646245,5.99,7.22,7.235018320229097,7.23,1.087,1.1941972994135202,1.379,1.087,1.1984385094939547,1.379,40
2025/07/17 00:00,2.68,2.28,2.10934120031411,2.0,8.59,7.91,7.416676913630187,7.54,233.940002,235.410004,240.58619222588695,241.270004,6.41,5.947065573976985,5.97,7.22,7.227867952246989,7.23,1.089,1.1974728645571089,1.375,1.089,1.2012376966337472,1.375,45
2025/07/17 00:00,2.69,2.29,2.10602082778714,2.05,8.57,7.91,7.420613326423226,7.52,233.699997,235.410004,240.8854818384072,241.270004,6.38,5.969467328630738,5.92,7.22,7.221643931349464,7.19,1.084,1.2025057312965115,1.3761480613789585,1.084,1.2028774290939297,1.3815127183870897,50
2025/07/17 00:00,2.69,2.3,2.1144933314202623,2.041447542839631,8.55,7.9,7.415922962466407,7.512576043770187,233.940002,235.410004,240.779999,241.07830648485637,6.43,5.94,5.953743608666928,7.21,7.22,7.217061051178929,1.088,1.208274870348797,1.3860755495026544,1.088,1.212458103012677,1.3792099710796877,55
2025/07/17 00:00,2.69,2.3,2.11,2.0420138444076907,8.54,7.89,7.41,7.494776385124149,233.210007,235.160004,240.779999,241.2915007014284,6.39,5.95,5.959090137531278,7.21,7.21,7.218679855567826,1.089,1.222,1.3826266069552782,1.089,1.222,1.385345926156467,60
2025/07/17 00:00,2.7,2.3,2.12,2.056508078689277,8.51,7.91,7.41,7.482081642637458,233.699997,235.410004,240.289993,241.50069347841685,6.42,5.97,5.976080469199122,7.21,7.24,7.226757136692987,1.091,1.202,1.3938354793529903,1.091,1.202,1.399226541020034,65
2025/07/17 00:00,2.71,2.3,2.12,2.0708568230366087,8.49,7.91,7.41,7.474464925877417,233.460007,235.160004,240.539993,241.70618614601963,6.42,5.91,5.961640715151485,7.22,7.22,7.243694316457967,1.087,1.187,1.387664152299773,1.087,1.187,1.3955331133605984,70
2025/07/17 00:00,2.72,2.3,2.12,2.0683428104422723,8.45,7.91,7.4,7.455471885419746,233.460007,235.649994,240.289993,242.23923298645937,6.47,6.0,5.972615343151878,7.22,7.21,7.232644739689476,1.091,1.183,1.3872843221769129,1.091,1.183,1.39216634875667,75
2025/07/17 00:00,2.72,2.3,2.12,2.086069020020622,8.43,7.91,7.41,7.438458963188597,233.699997,235.649994,240.779999,241.33969677690484,6.41,5.92,5.992301965207968,7.22,7.2,7.245681271700002,1.088,1.195,1.4060686117870491,1.088,1.195,1.396643808793694,80
2025/07/17 00:00,2.73,2.31,2.129618981560352,2.089504082996521,8.41,7.91,7.409366015003676,7.41,233.460007,235.410004,240.539993,242.10566541614364,6.46,5.93,5.981558428729727,7.22,7.206681839728101,7.2,1.092,1.18660245093555,1.4037438700830278,1.092,1.1872250619584903,1.3938251862470104,85
2025/07/17 00:00,2.74,2.34,2.1260454015418886,2.1,8.39,7.9,7.415232128231697,7.44,233.699997,235.410004,240.3375604900266,242.979996,6.43,5.929311874693156,6.0,7.22,7.209364281733119,7.28,1.088,1.2080904198335587,1.3975493346225525,1.088,1.1981830870227883,1.3980697142372294,90
2025/07/17 00:00,2.74,2.33,2.1315655734744787,2.08,8.37,7.9,7.417678934895056,7.44,233.210007,235.410004,240.51335763835365,241.509995,6.44,5.970039530191501,5.99,7.21,7.220622768722734,7.27,1.09,1.1932098748385536,1.4005960529089492,1.09,1.2169407232087182,1.4044053786086774,95
2025/07/17 00:00,2.74,2.33,2.1313593380282474,2.08,8.34,7.89,7.419408110704883,7.44,233.460007,235.160004,240.9574279813781,241.270004,6.48,5.964679295384102,5.97,7.21,7.224589709647743,7.27,1.088,1.21497828944019,1.4102148927896891,1.088,1.2153046633347944,1.3998834520750127,100
2025/07/17 00:00,2.75,2.33,2.138947796805234,2.08,8.31,7.89,7.423786725897426,7.43,233.699997,235.410004,241.09199448497725,241.029999,6.44,5.949600662155975,6.0,7.21,7.215678335206307,7.25,1.089,1.241802401307576,1.409884192272403,1.089,1.2388181026346656,1.4089031550761926,105
2025/07/17 00:00,2.75,2.34,2.1410204231844903,2.08,8.29,7.89,7.420562390577613,7.43,233.210007,235.160004,241.0164698485434,240.779999,6.43,5.942574378841795,5.98,7.21,7.227809696356283,7.23,1.093,1.241048047179642,1.413946733847293,1.093,1.2449176760417429,1.4155066000083767,110
2025/07/17 00:00,2.76,2.35,2.1484704203417686,2.070956182919213,8.26,7.9,7.43,7.443508539257178,233.460007,234.919998,241.270004,240.19497983976095,6.45,5.94,5.998339905116615,7.21,7.23,7.221569902521022,1.085,1.2439320097844744,1.4241571305328349,1.085,1.2554968015564174,1.413200657588994,115
2025/07/17 00:00,2.76,2.35,2.14,2.0666083330557905,8.23,7.89,7.43,7.434378489305851,233.699997,235.160004,241.509995,241.07095273721532,6.41,5.97,5.995517685418881,7.21,7.23,7.254540972550194,1.084,1.272,1.4094636551869957,1.084,1.272,1.4258805158289942,120
2025/07/17 00:00,2.77,2.33,2.14,2.0632485933661107,8.18,7.89,7.43,7.437771576908575,233.460007,235.410004,241.509995,241.075904329288,6.44,6.0,6.006305247384891,7.22,7.23,7.271156711922959,1.086,1.227,1.4152408437738664,1.086,1.227,1.4168401328279736,125
2025/07/17 00:00,2.77,2.33,2.15,2.055368304275176,8.15,7.89,7.43,7.440287428675552,233.460007,235.410004,241.029999,240.58773097440485,6.46,5.98,6.005299745269571,7.22,7.22,7.233954321663817,1.088,1.207,1.424805316452753,1.088,1.207,1.4225497371400049,130
2025/07/17 00:00,2.78,2.3,2.12,2.050823457799957,8.12,7.88,7.44,7.43498618890895,233.699997,235.410004,241.029999,241.2673086153807,6.43,5.97,6.021493415941515,7.22,7.23,7.242111409428752,1.091,1.197,1.4232358275125294,1.091,1.197,1.435091415448071,135
2025/07/17 00:00,2.78,2.28,2.09,2.049331843738959,8.08,7.88,7.44,7.430361322136381,233.699997,235.160004,241.029999,241.1388689869933,6.47,6.01,6.036977834642674,7.22,7.22,7.239257729653618,1.084,1.21,1.444565663788841,1.084,1.21,1.4266555511943326,140
2025/07/17 00:00,2.79,2.29,2.11,2.0413178313076106,8.04,7.88,7.44,7.44,233.699997,235.160004,241.029999,241.15650860747763,6.44,6.018132238223004,6.05,7.21,7.21,7.21,1.088,1.2084708456393654,1.4342929239296665,1.088,1.1892167360989858,1.4236588317022758,145
2025/07/17 00:00,2.79,2.29,2.104235477613218,2.040040887054477,8.0,7.88,7.445557872996176,7.44,234.190002,235.410004,240.9112714092384,241.3752574986701,6.44,6.004923363627924,6.05,7.21,7.209435530316967,7.23,1.085,1.1984378374925009,1.423,1.085,1.2291207469352177,1.423,150
2025/07/17 00:00,2.8,2.3,2.097293910687508,2.03,7.97,7.87,7.448753419479639,7.43,233.699997,235.160004,240.4748052834908,242.0,6.45,5.979793057522275,6.01,7.21,7.208715287960431,7.23,1.088,1.1930875874572244,1.452,1.088,1.2164468490806477,1.452,155
2025/07/17 00:00,2.8,2.29,2.087917645217231,2.03,7.94,7.87,7.446205525998256,7.42,233.699997,235.410004,240.55391909247717,241.509995,6.41,6.036274964380286,6.0,7.21,7.217376181919345,7.21,1.085,1.224385106066343,1.466,1.085,1.1914058460711157,1.466,160
2025/07/17 00:00,2.81,2.3,2.1044104194071203,2.03,7.9,7.87,7.447267649936944,7.43,233.460007,234.919998,240.5127599274616,241.270004,6.44,6.0208634100104526,5.95,7.21,7.21369251640148,7.19,1.081,1.22954390151828,1.48,1.081,1.1991027728334398,1.48,165
2025/07/17 00:00,2.81,2.29,2.0983262394281543,2.03,7.84,7.87,7.453365369300449,7.43,233.210007,235.410004,240.06041505405648,240.779999,6.5,5.995396178165848,5.94,7.21,7.207332512349667,7.18,1.087,1.2173235886696088,1.473,1.087,1.1968387517274774,1.473,170
2025/07/17 00:00,2.82,2.29,2.104618676602744,2.02,7.8,7.86,7.452470060711748,7.43,233.699997,235.410004,239.80224292505804,240.289993,6.47,5.968519300671891,5.93,7.22,7.213293431478253,7.17,1.098,1.2228260236016,1.477195595947197,1.098,1.2267737859223862,1.4574613471287845,175
2025/07/17 00:00,2.82,2.29,2.11,2.028332859981303,7.76,7.86,7.46,7.416398559146331,233.699997,235.649994,239.86817481849715,241.029999,6.46,5.994004403928834,5.95,7.22,7.21,7.188070996681407,1.083,1.247,1.4488966177768432,1.083,1.247,1.4787692370433785,180
2025/07/17 00:00,2.82,2.27,2.09,2.0290401855327267,7.74,7.85,7.46,7.427646496354592,233.699997,235.410004,239.559998,240.2457151891337,6.49,5.99,5.932586915934633,7.22,7.2,7.183922190823541,1.087,1.224,1.4655257579622765,1.087,1.224,1.4707673317972478,185
2025/07/17 00:00,2.82,2.27,2.1,2.0318086557918265,7.71,7.86,7.46,7.428117142325051,233.699997,235.160004,239.800003,240.33438189349715,6.49,6.03,5.930707098134765,7.22,7.2,7.19833378461019,1.087,1.204,1.4532391551406136,1.087,1.204,1.4576337307256746,190
2025/07/17 00:00,2.82,2.26,2.1,2.0325188685093467,7.68,7.85,7.46,7.440808017682995,233.940002,235.410004,239.800003,240.43095874301832,6.46,5.97,5.985954149136405,7.22,7.2,7.2037158638694265,1.084,1.19,1.430179667656283,1.084,1.19,1.4419947875441428,195
2025/07/17 00:00,2.82,2.27,2.1,2.034294724600592,7.67,7.86,7.47,7.446887182957262,233.699997,235.410004,239.559998,240.71705246327937,6.51,6.0,5.9660485869251065,7.22,7.2,7.210506093640385,1.087,1.203,1.4333411343108255,1.087,1.203,1.4176260273518595,200
2025/07/17 00:00,2.82,2.28,2.11,2.0266813103616874,7.65,7.85,7.47,7.431890249378332,233.699997,235.160004,239.559998,240.3479611892935,6.47,6.0,5.976138446171884,7.21,7.2,7.218363942607526,1.086,1.184659570723345,1.434029526361246,1.086,1.1791382935333552,1.4204926661739807,205
2025/07/17 00:00,2.83,2.28,2.111677893035667,2.03,7.63,7.84,7.472588641331442,7.44,233.699997,235.410004,239.518187235022,240.40866921835607,6.49,5.987457188939938,5.99,7.21,7.197508291428554,7.23,1.092,1.1997033968771154,1.405,1.092,1.2066257963135785,1.405,210
2025/07/17 00:00,2.82,2.29,2.11480510348176,2.04,7.62,7.84,7.473925209970416,7.43,233.940002,235.410004,239.62821408806107,240.539993,6.44,5.985192662313449,6.0,7.21,7.197505630731489,7.22,1.081,1.2182558686110003,1.435,1.081,1.1949214687851877,1.435,215
2025/07/17 00:00,0.97,2.29,2.1209109941457607,2.04,6.93,7.84,7.472289073871086,7.44,204.399994,235.649994,239.5854475473539,240.050003,6.47,5.979295978369349,5.94,7.21,7.199692337775248,7.2,1.09,1.2107871331502056,1.456,1.09,1.223932927103685,1.456,220
2025/07/17 00:00,0.43,2.29,2.119220070086924,2.05,6.43,7.83,7.484910914434964,7.44,198.529999,235.410004,239.2937714972157,240.050003,6.45,5.97939222867892,5.9,7.21,7.198147946699741,7.18,1.082,1.2137166369085015,1.454,1.082,1.2319612503074715,1.454,225
2025/07/17 00:00,0.36,2.3,2.1287788374824377,2.05,6.41,7.83,7.4851508906168975,7.45,203.660004,235.410004,239.57438761420676,240.050003,6.5,5.950578831937645,5.89,7.21,7.2027724387370045,7.18,1.089,1.212417966226487,1.447,1.089,1.2422167612162864,1.447,230
2025/07/17 00:00,0.34,2.3,2.135204727769157,2.05,7.03,7.82,7.490949163973348,7.44,212.940002,235.160004,239.70961422342128,240.050003,6.46,5.955911867014968,5.92,7.21,7.200871058504469,7.17,1.088,1.2315449271305503,1.4559703941465234,1.088,1.2423507523563466,1.456688972785308,235
2025/07/17 00:00,0.46,2.32,2.14,2.058744168020218,8.69,7.83,7.49,7.450484875869182,219.289993,235.410004,239.5399462790705,240.050003,6.48,5.956718076392963,5.9,7.21,7.19,7.17042199656014,1.084,1.253,1.4570572216980702,1.084,1.253,1.4578362479481182,240
2025/07/17 00:00,2.17,2.3,2.13,2.052542218924636,8.78,7.83,7.49,7.438522152989627,229.789993,235.160004,239.320007,240.12022891754543,6.47,5.94,5.896953256307318,7.21,7.21,7.181928854539365,1.078,1.219,1.4569802727326482,1.078,1.219,1.4482194364159742,245
2025/07/17 00:00,2.68,2.29,2.13,2.058562250288347,8.78,7.82,7.5,7.448129159350175,233.940002,235.410004,239.559998,240.7005654307045,6.52,5.95,5.9126028925335055,7.2,7.21,7.188078397628672,1.089,1.205,1.4388209556414455,1.089,1.205,1.451999141440694,250
2025/07/17 00:00,2.58,2.29,2.14,2.067272818019537,8.76,7.82,7.5,7.446717170406733,234.919998,235.410004,239.800003,239.85464934241045,6.45,5.95,5.92571701354616,7.2,7.21,7.197437619095946,1.085,1.192,1.4527913431841537,1.085,1.192,1.44041814215207,255
2025/07/17 00:00,2.6,2.29,2.13,2.066491778947453,8.73,7.82,7.51,7.457131065691462,234.919998,235.160004,239.320007,239.90418355279357,6.47,5.95,5.942086414335157,7.2,7.2,7.2007775058344246,1.082,1.208,1.4334768104165094,1.082,1.208,1.4364793455841538,260
2025/07/17 00:00,2.63,2.29,2.13,2.0593458502915385,8.71,7.82,7.5,7.453686757834311,235.160004,235.410004,239.320007,240.33142076173723,6.48,5.95,5.955674029560609,7.2,7.2,7.211479899574385,1.092,1.19826293964313,1.432892790854038,1.092,1.1963234974769246,1.4345793767017463,265
2025/07/17 00:00,2.63,2.3,2.127483302748454,2.0621949327093136,8.7,7.85,7.508384605094939,7.46,235.160004,234.919998,239.3983049318496,239.91568185682783,6.49,5.94,5.967441009830629,7.2,7.202682199857046,7.22,1.084,1.2023845778664195,1.4177968788532838,1.084,1.186748242464254,1.4320863550176062,270
2025/07/17 00:00,2.63,2.29,2.133031132972407,2.07,8.7,7.85,7.506569209362395,7.45,234.919998,235.649994,239.39759322451192,240.289993,6.46,5.94600280134993,5.98,7.21,7.196632950838972,7.21,1.098,1.2041533935389013,1.422,1.098,1.217551671648509,1.422,275
2025/07/17 00:00,2.63,2.28,2.1288268086220654,2.06,8.7,7.85,7.50726903626794,7.45,234.679993,235.410004,239.23398985889557,240.050003,6.45,5.936687123114972,5.98,7.21,7.199345584454188,7.2,1.091,1.2117876079126493,1.437,1.091,1.2098117926712728,1.437,280
2025/07/17 00:00,2.63,2.29,2.130224418668864,2.06,8.7,7.85,7.50836797247666,7.45,234.679993,235.410004,239.33619129793396,239.800003,6.48,5.950265516699803,5.97,7.21,7.203779046395793,7.2,1.084,1.231166962842799,1.441,1.084,1.199891518777431,1.441,285
2025/07/17 00:00,2.63,2.29,2.123091508362378,2.07,8.69,7.84,7.519145557491274,7.45,234.679993,235.410004,239.29123946088936,240.050003,6.45,5.938640960366654,5.96,7.22,7.20415337095842,7.19,1.086,1.218629839382927,1.438,1.086,1.2244326861691015,1.438,290
2025/07/17 00:00,2.63,2.29,2.126272215016097,2.06,8.68,7.85,7.518790043202085,7.45,234.429993,235.160004,239.1209514377783,239.559998,6.48,5.937814738420537,5.972447976013528,7.21,7.199773798373329,7.18,1.094,1.248545343867182,1.4418678019500946,1.094,1.2260221694639566,1.4364170590965637,295
2025/07/17 00:00,2.63,2.3,2.1301209839143858,2.0543276931033474,8.69,7.84,7.52,7.447897733043225,234.679993,235.410004,239.1038256655445,240.050003,6.45,5.95,5.977603964880166,7.21,7.2,7.192143799684068,1.084,1.247,1.4359838254898654,1.084,1.247,1.4397414386039502,300
2025/07/17 00:00,2.63,2.28,2.13,2.057279378969058,8.69,7.84,7.52,7.453817394706752,234.429993,235.899994,239.070007,240.0780326580772,6.49,5.94,5.9901204589331885,7.21,7.21,7.205282430706687,1.087,1.216,1.4366134055194577,1.087,1.216,1.4350849858117816,305
2025/07/17 00:00,2.63,2.28,2.13,2.044841759587061,8.68,7.83,7.53,7.458623445500372,234.429993,235.410004,239.559998,240.3204387474112,6.48,5.95,5.997662189020769,7.21,7.2,7.216904807043519,1.084,1.203,1.4413942328421148,1.084,1.203,1.4287503555136878,310
